frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[469.0301208496094 28.07183837890625 639.7987060546875 455.665771484375],[191.29574584960938 323.8973388671875 351.0588073730469 390.186767578125],0.744117259979248,AUDI TT,0.407492052750697
